,sample_id,loc,blg,code,area_m2,area_ft2,net_conditioned_area_m2,net_conditioned_area_ft2,heating_elec,heating_ng,cooling_elec,cooling_ng,interior_lighting_elec,interior_lighting_ng,exterior_lighting_elec,exterior_lighting_ng,interior_equipment_elec,interior_equipment_ng,exterior_equipment_elec,exterior_equipment_ng,fans_elec,fans_ng,pumps_elec,pumps_ng,heat_rejection_elec,heat_rejection_ng,humidification_elec,humidification_ng,heat_recovery_elec,heat_recovery_ng,water_systems_elec,water_systems_ng,refrigeration_elec,refrigeration_ng,generators_elec,generators_ng,total_eui_elec_gj_m2,total_eui_elec_kbtu_ft2,total_eui_ng_gj_m2,total_eui_ng_kbtu_ft2
27,2404,5B,RetailStripmall,2009 RetailStripmall,6836.27,73584.926653,6836.27,73584.926653,0.0,1108.75,394.04,0.0,2068.65,0.0,106.32,0.0,210.35,0.0,0.0,0.0,732.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,64.27,0.0,0.0,0.0,0.0,0.0,0.5242844416619004,46.16595347807556,0.1621863969679371,14.281350088254197
28,2169,5B,RetailStripmall,2009 RetailStripmall,2494.71,26852.808969,2494.71,26852.808969,0.0,90.57,128.71,0.0,768.4,0.0,38.13,0.0,525.36,0.0,0.0,0.0,165.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.14,0.0,66.19,0.0,0.0,0.0,0.0,0.0,0.6980330379082138,61.46541494170789,0.0363048210012386,3.196827035454713
29,1007,5B,RetailStripmall,2009 RetailStripmall,807.59,8692.818001,807.59,8692.818001,0.0,165.3,132.72,0.0,329.86,0.0,178.08,0.0,89.16,0.0,0.0,0.0,359.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.82,0.0,70.21,0.0,0.0,0.0,0.0,0.0,1.5023217226562984,132.28718849143198,0.2046830693792642,18.023401626719505
30,1068,5B,RetailStripmall,2009 RetailStripmall,7538.84,81147.319876,7538.84,81147.319876,0.0,40.89,368.85,0.0,2333.26,0.0,172.6,0.0,950.04,0.0,0.0,0.0,1867.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0,61.86,0.0,0.0,0.0,0.0,0.0,0.7637209438056782,67.24957439172294,0.0054239113709801,0.4776034154821481
31,2788,5B,RetailStripmall,2009 RetailStripmall,3650.21,39290.495419,3650.21,39290.495419,0.0,124.35,213.71,0.0,761.36,0.0,200.87,0.0,471.66,0.0,0.0,0.0,198.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.92,0.0,0.0,0.0,0.0,0.0,0.5242629876089321,46.16406433788266,0.0340665331583662,2.999734228166669
32,2133,5B,RetailStripmall,2009 RetailStripmall,876.55,9435.096545,876.55,9435.096545,0.0,397.58,78.31,0.0,242.29,0.0,75.28,0.0,19.12,0.0,0.0,0.0,539.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.65,0.0,0.0,0.0,0.0,0.0,1.1811762021561805,104.00866641264454,0.4535736694997433,39.93950470593728
33,2599,5B,RetailStripmall,2009 RetailStripmall,6299.98,67812.35472199999,6299.98,67812.35472199999,0.0,156.97,248.55,0.0,1952.91,0.0,216.31,0.0,190.62,0.0,0.0,0.0,395.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28,0.0,63.43,0.0,0.0,0.0,0.0,0.0,0.4882094863793219,42.98936730660725,0.0249159521141336,2.193978296431764
34,3329,5B,RetailStripmall,2009 RetailStripmall,5393.41,58054.125899,5393.41,58054.125899,0.0,190.62,410.0,0.0,1486.51,0.0,24.37,0.0,768.8,0.0,0.0,0.0,735.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,60.68,0.0,0.0,0.0,0.0,0.0,0.6473585356944864,57.00326324346575,0.0353431317107358,3.1121453254558804
35,2110,5B,RetailStripmall,2009 RetailStripmall,7380.06,79438.227834,7380.06,79438.227834,0.0,1170.66,337.94,0.0,1971.82,0.0,113.45,0.0,591.87,0.0,0.0,0.0,308.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,0.0,60.93,0.0,0.0,0.0,0.0,0.0,0.4602089955908217,40.52377944554537,0.1586247266282388,13.967726615687384
36,2189,5B,RetailStripmall,2009 RetailStripmall,1225.3,13189.00667,1225.3,13189.00667,0.0,494.98,65.39,0.0,350.63,0.0,101.07,0.0,58.71,0.0,0.0,0.0,258.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.52,0.0,0.0,0.0,0.0,0.0,0.7422835224026769,65.36189869407353,0.4039663755814903,35.57132621118009
37,645,5B,RetailStripmall,2009 RetailStripmall,4561.72,49101.897908,4561.72,49101.897908,0.0,1001.12,307.33,0.0,1613.83,0.0,146.13,0.0,721.88,0.0,0.0,0.0,985.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.67,0.0,0.0,0.0,0.0,0.0,0.8449685644888332,74.40384710821472,0.2194610804696474,19.32468184463808
38,1758,5B,RetailStripmall,2009 RetailStripmall,3006.8,32364.89452,3006.8,32364.89452,0.0,860.45,104.94,0.0,612.85,0.0,66.08,0.0,537.0,0.0,0.0,0.0,229.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.68,0.0,0.0,0.0,0.0,0.0,0.5374118664360782,47.32189104412382,0.2861680191565784,25.19857239596528
39,3070,5B,RetailStripmall,2009 RetailStripmall,3243.41,34911.740899,3243.41,34911.740899,0.0,466.19,278.76,0.0,844.42,0.0,185.96,0.0,677.29,0.0,0.0,0.0,469.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.35,0.0,0.0,0.0,0.0,0.0,0.7842486765472142,69.05714730338919,0.1437345263164385,12.656567557267149
40,731,5B,RetailStripmall,2009 RetailStripmall,7439.9,80082.33961,7439.9,80082.33961,0.0,79.33,431.8,0.0,2289.27,0.0,29.37,0.0,808.6,0.0,0.0,0.0,1071.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,66.44,0.0,0.0,0.0,0.0,0.0,0.631907686931276,55.64273619265705,0.010662777725507,0.9389126613455094
41,1458,5B,RetailStripmall,2009 RetailStripmall,7259.55,78141.070245,7259.55,78141.070245,0.0,222.66,469.66,0.0,1550.42,0.0,86.31,0.0,1434.35,0.0,0.0,0.0,709.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.58,0.0,0.0,0.0,0.0,0.0,0.5982960376331866,52.68305683826253,0.0306713226026406,2.700768399489689
42,2033,5B,RetailStripmall,2009 RetailStripmall,3054.66,32880.054774,3054.66,32880.054774,0.0,351.41,155.34,0.0,621.71,0.0,165.33,0.0,324.96,0.0,0.0,0.0,216.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,0.0,72.55,0.0,0.0,0.0,0.0,0.0,0.5122795990388456,45.10886506955672,0.1150406264526985,10.129921445063347
43,3518,5B,RetailStripmall,2009 RetailStripmall,4029.14,43369.260046,4029.14,43369.260046,0.0,184.49,203.58,0.0,1591.02,0.0,118.78,0.0,783.21,0.0,0.0,0.0,155.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,75.09,0.0,0.0,0.0,0.0,0.0,0.7277930277925314,64.08593578751511,0.0457889276619824,4.031951620676264
44,2871,5B,RetailStripmall,2009 RetailStripmall,5103.31,54931.518509,5103.31,54931.518509,0.0,1293.41,154.5,0.0,979.71,0.0,135.83,0.0,617.44,0.0,0.0,0.0,235.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.15,0.0,0.0,0.0,0.0,0.0,0.4309497169484119,37.94734881120161,0.253445312943952,22.317169072417787
45,1325,5B,RetailStripmall,2009 RetailStripmall,4250.74,45754.540286,4250.74,45754.540286,0.0,354.3,410.9,0.0,1506.14,0.0,138.64,0.0,797.74,0.0,0.0,0.0,667.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.55,0.0,0.0,0.0,0.0,0.0,0.8423945007222273,74.17718749626431,0.083350193142841,7.339415083201084
46,126,5B,RetailStripmall,2009 RetailStripmall,7944.9,85518.10910999999,7944.9,85518.10910999999,0.0,144.48,972.43,0.0,3432.97,0.0,59.01,0.0,1351.05,0.0,0.0,0.0,3890.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,83.94,0.0,0.0,0.0,0.0,0.0,1.2328915404850913,108.56246910766151,0.0181852509156817,1.6013052859232006
47,3556,5B,RetailStripmall,2009 RetailStripmall,3343.91,35993.512849,3343.91,35993.512849,0.0,790.49,178.32,0.0,1295.22,0.0,94.36,0.0,88.91,0.0,0.0,0.0,248.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.64,0.0,68.39,0.0,0.0,0.0,0.0,0.0,0.6056771862879085,53.33300510742821,0.2363969125963318,20.81596935184436
48,1650,5B,RetailStripmall,2009 RetailStripmall,1304.65,14043.122135,1304.65,14043.122135,0.0,97.09,119.39,0.0,277.14,0.0,91.45,0.0,77.36,0.0,0.0,0.0,399.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.22,0.0,77.83,0.0,0.0,0.0,0.0,0.0,0.8305292607212661,73.13239181979101,0.0744184263978844,6.552926880885524
49,475,5B,RetailStripmall,2009 RetailStripmall,3114.45,33523.62835499999,3114.45,33523.62835499999,0.0,67.86,738.02,0.0,1021.95,0.0,207.24,0.0,671.24,0.0,0.0,0.0,1619.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92,0.0,0.0,0.0,0.0,0.0,1.3939475669861454,122.74428423695014,0.0217887588498771,1.9186127748134088
50,128,5B,RetailStripmall,2009 RetailStripmall,7210.14,77609.225946,7210.14,77609.225946,0.0,18.15,537.89,0.0,1747.25,0.0,94.23,0.0,1107.74,0.0,0.0,0.0,1339.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,67.27,0.0,0.0,0.0,0.0,0.0,0.679451439223094,59.82920918720124,0.0025172881525185,0.2216602258340992
51,108,5B,RetailStripmall,2009 RetailStripmall,2508.85,27005.010515,2508.85,27005.010515,0.0,62.27,224.95,0.0,1047.26,0.0,195.92,0.0,529.04,0.0,0.0,0.0,549.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05,0.0,67.25,0.0,0.0,0.0,0.0,0.0,1.0443270821292625,91.95839444834226,0.0248201367160252,2.185541255657608
52,1315,5B,RetailStripmall,2009 RetailStripmall,2261.44,24341.914016,2261.44,24341.914016,0.0,187.68,196.43,0.0,566.73,0.0,83.85,0.0,153.19,0.0,0.0,0.0,121.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99,0.0,69.9,0.0,0.0,0.0,0.0,0.0,0.5304850007075138,46.71194473337672,0.0829913683316824,7.307818704933183
53,985,5B,RetailStripmall,2009 RetailStripmall,6509.09,70063.193851,6509.09,70063.193851,0.0,33.17,267.6,0.0,1800.37,0.0,118.18,0.0,935.82,0.0,0.0,0.0,776.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.78,0.0,74.86,0.0,0.0,0.0,0.0,0.0,0.6150460356209546,54.15798068954063,0.0050959504323953,0.4487247606333789
54,1919,5B,RetailStripmall,2009 RetailStripmall,4956.99,53356.54466099999,4956.99,53356.54466099999,0.0,405.24,497.42,0.0,1926.11,0.0,74.74,0.0,844.19,0.0,0.0,0.0,388.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.65,0.0,0.0,0.0,0.0,0.0,0.7674112717596768,67.57452683185849,0.0817512240290983,7.19861759265581
55,1750,5B,RetailStripmall,2009 RetailStripmall,5569.1,59945.23549,5569.1,59945.23549,0.0,598.83,234.76,0.0,1241.14,0.0,47.21,0.0,816.8,0.0,0.0,0.0,235.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.45,0.0,65.65,0.0,0.0,0.0,0.0,0.0,0.4815607548796035,42.40391215151769,0.1075272485679912,9.468329709117306
56,2363,5B,RetailStripmall,2009 RetailStripmall,1682.09,18105.848551,1682.09,18105.848551,0.0,79.42,247.69,0.0,545.13,0.0,96.11,0.0,185.73,0.0,0.0,0.0,697.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.37,0.0,0.0,0.0,0.0,0.0,1.0938653698672485,96.3204965924494,0.0472150717262453,4.157530972821624
57,2719,5B,RetailStripmall,2009 RetailStripmall,4013.52,43201.127928,4013.52,43201.127928,0.0,602.94,224.11,0.0,1632.48,0.0,149.06,0.0,73.97,0.0,0.0,0.0,590.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,0.0,64.19,0.0,0.0,0.0,0.0,0.0,0.6835994339133727,60.19446154771703,0.1502272319559887,13.228283829358263
58,2822,5B,RetailStripmall,2009 RetailStripmall,5668.96,61020.118544,5668.96,61020.118544,0.0,1013.35,261.61,0.0,660.81,0.0,90.63,0.0,1171.15,0.0,0.0,0.0,1269.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.99,0.0,0.0,0.0,0.0,0.0,0.6225533431176089,54.81903789645971,0.1787541277412435,15.740224369728653
59,725,5B,RetailStripmall,2009 RetailStripmall,8216.98,88446.751022,8216.98,88446.751022,0.0,5.75,606.88,0.0,3024.97,0.0,130.1,0.0,977.22,0.0,0.0,0.0,2099.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.26,0.0,68.03,0.0,0.0,0.0,0.0,0.0,0.8461941005089462,74.51176188575589,0.0006997704752841,0.0616184052780457
60,135,5B,RetailStripmall,2009 RetailStripmall,6237.34,67138.104026,6237.34,67138.104026,0.0,27.17,1468.88,0.0,2221.66,0.0,130.23,0.0,850.58,0.0,0.0,0.0,6308.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.65,0.0,0.0,0.0,0.0,0.0,1.7717600772124014,156.0126274959101,0.0043560235613258,0.383570377263367
61,566,5B,RetailStripmall,2009 RetailStripmall,4983.28,53639.527592,4983.28,53639.527592,0.0,1624.75,234.42,0.0,720.2,0.0,37.15,0.0,221.01,0.0,0.0,0.0,732.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.21,0.0,0.0,0.0,0.0,0.0,0.4057086898588881,35.7247459838889,0.3260402786919459,28.7095308233042
62,2863,5B,RetailStripmall,2009 RetailStripmall,6720.15,72335.022585,6720.15,72335.022585,0.0,184.9,271.57,0.0,2524.34,0.0,34.87,0.0,253.91,0.0,0.0,0.0,307.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.82,0.0,66.03,0.0,0.0,0.0,0.0,0.0,0.522680297314792,46.02470028149781,0.02751426679464,2.422773326628388
