,sample_id,loc,blg,code,area_m2,area_ft2,net_conditioned_area_m2,net_conditioned_area_ft2,heating_elec,heating_ng,cooling_elec,cooling_ng,interior_lighting_elec,interior_lighting_ng,exterior_lighting_elec,exterior_lighting_ng,interior_equipment_elec,interior_equipment_ng,exterior_equipment_elec,exterior_equipment_ng,fans_elec,fans_ng,pumps_elec,pumps_ng,heat_rejection_elec,heat_rejection_ng,humidification_elec,humidification_ng,heat_recovery_elec,heat_recovery_ng,water_systems_elec,water_systems_ng,refrigeration_elec,refrigeration_ng,generators_elec,generators_ng,total_eui_elec_gj_m2,total_eui_elec_kbtu_ft2,total_eui_ng_gj_m2,total_eui_ng_kbtu_ft2
72,59,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,1040.54,130.54,0,898.72,0,73.83,0,71.68,0,0,0,406.68,0,0,0,0,0,0,0,50.94,0,66.62,0,0,0,0,0,0.5137990891,45.24266402,0.3146724569,27.70853539
73,19,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,1115.25,139.2,0,898.72,0,73.83,0,71.68,0,0,0,566.8,0,0,0,0,0,0,0,50.49,0,66.63,0,0,0,0,0,0.5647102584,49.72565548,0.3372657058,29.69798767
74,10,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,582.71,131.15,0,898.72,0,73.83,0,71.68,0,0,0,459.81,0,0,0,0,0,0,0,50.31,0,66.59,0,0,0,0,0,0.5298541766,46.65639741,0.1762188742,15.5169822
75,108,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,938.15,141.23,0,898.72,0,73.83,0,71.68,0,0,0,547.48,0,0,0,0,0,0,0,50.26,0,66.61,0,0,0,0,0,0.5594059406,49.25858289,0.2837084258,24.9819925
76,3,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,1113.76,132.92,0,898.72,0,73.83,0,71.68,0,0,0,559.62,0,0,0,0,0,0,0,50.58,0,66.63,0,0,0,0,0,0.5606670013,49.36962581,0.336815111,29.65831047
77,0,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,972.1,135.83,0,898.72,0,73.83,0,71.68,0,0,0,538.96,0,0,0,0,0,0,0,50.48,0,66.61,0,0,0,0,0,0.5552628873,48.89376565,0.2939753352,25.88604691
78,6,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,890.47,158.07,0,898.72,0,73.83,0,71.68,0,0,0,573.18,0,0,0,0,0,0,0,50.18,0,66.6,0,0,0,0,0,0.5722433575,50.38898377,0.2692893908,23.71232197
79,102,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,962.06,137.2,0,898.72,0,73.83,0,71.68,0,0,0,539.19,0,0,0,0,0,0,0,50.46,0,85.62,0,0,0,0,0,0.5614925879,49.44232296,0.2909391122,25.61869179
80,92,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,972.1,135.83,0,898.72,0,55.56,0,71.68,0,0,0,538.96,0,0,0,0,0,0,0,50.48,0,66.61,0,0,0,0,0,0.5497378082,48.40725389,0.2939753352,25.88604691
81,90,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,972.1,135.83,0,898.72,0,47.1,0,71.68,0,0,0,538.96,0,0,0,0,0,0,0,50.48,0,66.61,0,0,0,0,0,0.5471763731,48.1817063,0.2939753352,25.88604691
82,38,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,956.03,135.56,0,898.72,0,73.83,0,71.68,0,0,0,527.14,0,0,0,0,0,0,0,50.49,0,66.62,0,0,0,0,0,0.5516097425,48.57208738,0.289115564,25.45811894
83,29,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,982.58,136.02,0,898.72,0,73.83,0,71.68,0,0,0,540.41,0,0,0,0,0,0,0,50.48,0,66.61,0,0,0,0,0,0.5557588441,48.9374372,0.2971446198,26.16511878
84,9,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,509.15,131.13,0,898.72,0,73.83,0,71.68,0,0,0,453.37,0,0,0,0,0,0,0,50.23,0,66.59,0,0,0,0,0,0.5278763979,46.48224378,0.1539733998,13.55815326
85,20,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,1059.27,137.83,0,898.72,0,73.83,0,71.68,0,0,0,555.85,0,0,0,0,0,0,0,50.49,0,66.62,0,0,0,0,0,0.5609815105,49.39731996,0.3203366458,28.20729648
86,27,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,1059.88,140.61,0,898.72,0,73.83,0,71.68,0,0,0,598.37,0,0,0,0,0,0,0,50.48,0,66.62,0,0,0,0,0,0.5746777793,50.60334719,0.3205211175,28.22354017
87,99,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,882.4,149.52,0,898.72,0,73.83,0,242.18,0,0,0,552.5,0,0,0,0,0,0,0,50.16,0,66.6,0,0,0,0,0,0.6149591441,54.15032944,0.2668489207,23.49742598
88,26,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,1002.77,136.85,0,898.72,0,73.83,0,71.68,0,0,0,553.36,0,0,0,0,0,0,0,50.48,0,66.61,0,0,0,0,0,0.5599321386,49.30491735,0.3032503311,26.70275821
89,48,6A,RetailStripmall,2009 RetailStripmall,2857.76,30760.64286,2857.76,30760.64286,0,902.87,122.3,0,771.25,0,73.83,0,61.57,0,0,0,505.82,0,0,0,0,0,0,0,50.46,0,66.62,0,0,0,0,0,0.5780226471,50.89788007,0.3159362578,27.81981958
90,14,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,916.52,156.05,0,898.72,0,73.83,0,71.68,0,0,0,582.87,0,0,0,0,0,0,0,50.2,0,66.6,0,0,0,0,0,0.5745719349,50.59402704,0.2771672402,24.40600732
91,103,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,972.1,135.83,0,898.72,0,73.83,0,71.68,0,0,0,538.96,0,0,0,0,0,0,0,50.48,0,67.94,0,0,0,0,0,0.5556650961,48.92918221,0.2939753352,25.88604691
92,57,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,972.1,147.39,0,898.72,0,73.83,0,71.68,0,0,0,538.96,0,0,0,0,0,0,0,50.48,0,66.61,0,0,0,0,0,0.5587587775,49.20159684,0.2939753352,25.88604691
93,36,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,971.98,135.82,0,898.72,0,73.83,0,71.68,0,0,0,538.98,0,0,0,0,0,0,0,50.48,0,66.61,0,0,0,0,0,0.5552659114,48.89403194,0.2939390457,25.88285143
